2884 17
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16
gene2534	195	220	161	110	161	161	161	220	230	208	220	208	161	139	139	179	208
gene2535	139	110	110	110	0	69	69	0	69	0	69	0	110	69	69	0	69
gene2536	139	110	110	110	69	69	69	110	69	0	0	69	69	0	0	110	69
gene2537	179	139	179	256	271	289	248	248	230	110	161	230	264	264	240	208	208
gene2538	208	264	330	309	264	256	208	195	195	240	309	322	294	248	220	208	195
gene2539	220	179	230	240	208	248	220	220	230	139	220	208	248	230	208	139	195
gene2540	69	110	0	69	0	69	69	69	69	0	0	0	69	0	0	69	69
gene2541	322	376	343	333	374	330	340	340	353	330	330	369	322	337	337	361	309
gene2542	110	69	220	208	195	179	139	139	139	139	139	161	195	161	139	110	110
gene2543	69	0	0	0	0	0	0	0	69	0	0	69	110	0	0	0	69
gene2544	340	337	330	322	330	318	326	326	322	300	322	358	318	314	326	366	318
gene2545	374	403	340	347	347	353	358	350	347	294	322	361	326	322	330	350	318
gene2546	283	283	248	240	256	256	240	248	256	230	240	240	264	256	256	195	264
gene2547	294	333	289	289	294	326	309	314	314	271	271	294	300	277	277	314	271
gene2548	413	425	425	425	414	419	417	416	381	374	411	423	385	397	409	425	387
gene2549	240	264	256	271	289	271	283	264	264	271	300	256	289	309	300	248	294
gene2550	179	179	195	195	195	240	271	264	277	208	240	220	248	256	277	256	264
gene2551	69	110	110	139	110	161	139	139	139	69	69	0	110	69	69	0	110
gene2552	289	318	289	294	283	314	283	277	304	264	277	304	300	264	256	304	271
gene2553	139	69	161	179	69	110	0	0	0	69	110	69	110	0	69	0	0
gene2554	333	230	179	161	139	195	179	179	195	139	161	139	195	179	179	179	195
gene2555	358	283	208	195	179	230	220	230	240	195	195	208	230	220	220	240	248
gene2556	277	318	289	277	314	326	318	309	309	271	294	343	304	289	294	330	294
gene2557	179	139	139	110	139	161	179	161	208	161	195	161	161	139	161	69	179
gene2558	277	240	289	271	240	256	240	240	256	240	264	277	264	240	220	230	220
gene2559	161	0	0	0	0	0	0	0	69	69	69	0	0	69	69	0	0
gene2560	248	208	139	110	110	139	110	161	220	139	220	230	264	208	208	195	195
gene2561	413	389	353	322	314	318	318	333	361	383	399	403	381	381	387	404	389
gene2562	161	179	110	110	161	161	179	179	161	139	139	179	110	139	110	179	110
gene2563	220	161	161	179	220	230	220	220	230	179	240	161	248	208	208	161	230
gene2564	161	208	230	195	179	179	161	161	161	161	208	208	179	139	139	161	139
gene2565	326	404	371	356	366	366	361	371	374	322	333	350	350	343	333	347	340
gene2566	264	208	161	179	195	220	256	256	264	208	220	179	220	220	230	195	220
gene2567	364	314	277	318	376	369	383	376	389	419	411	333	391	403	395	385	413
gene2568	179	179	179	161	139	161	139	139	139	110	110	139	139	110	110	179	139
gene2569	139	179	110	161	161	179	161	179	179	110	139	139	161	139	161	139	139
gene2570	309	309	283	300	309	277	304	283	304	294	322	326	309	309	318	283	309
gene2571	445	449	465	443	461	422	416	425	426	527	474	423	432	450	443	472	462
gene2572	230	208	230	220	208	240	220	220	208	161	208	220	220	195	208	208	195
gene2573	179	110	0	0	69	69	69	69	69	0	69	69	69	69	69	69	69
gene2574	208	256	230	283	289	264	264	240	248	208	248	264	271	264	256	208	240
gene2575	220	161	110	110	139	139	110	110	110	139	161	139	110	110	69	0	110
gene2576	139	110	69	110	110	139	139	139	110	0	69	69	110	110	69	0	110
gene2577	139	110	69	139	139	139	110	139	110	0	69	69	139	110	69	69	110
gene2578	161	69	110	139	161	161	139	139	179	161	110	110	161	110	110	69	110
gene2579	300	294	248	179	179	179	195	179	195	179	220	230	220	208	208	220	208
gene2580	161	179	195	208	220	248	220	195	161	110	139	179	179	161	161	110	110
gene2581	314	330	277	289	322	326	330	326	309	277	304	343	300	289	309	330	300
gene2582	110	110	69	69	0	69	69	69	69	0	0	69	69	0	0	0	0
gene2583	110	110	69	110	139	161	161	161	139	69	110	69	161	139	139	69	139
gene2584	230	248	294	283	294	309	277	248	220	195	271	294	294	283	256	220	220
gene2585	69	110	69	69	0	69	0	0	0	0	0	69	69	0	69	0	0
gene2586	240	271	230	248	248	264	248	256	248	195	230	248	256	240	240	248	230
gene2587	240	271	208	248	220	220	230	220	256	220	248	248	289	304	289	283	309
gene2588	220	208	139	179	195	240	208	195	208	179	179	161	195	179	195	139	179
gene2589	230	277	248	283	283	277	277	294	283	195	230	208	283	248	271	230	248
gene2590	220	208	195	256	220	230	230	230	264	195	220	161	264	283	256	195	256
gene2591	139	69	110	161	139	161	139	139	139	69	110	110	179	139	139	110	161
gene2592	326	230	230	256	240	248	256	264	256	248	220	264	256	256	264	271	300
gene2593	401	430	428	385	387	387	389	389	378	404	389	409	369	374	385	419	369
gene2594	195	220	139	161	161	195	248	271	271	230	208	161	161	161	208	230	230
gene2595	455	468	479	448	465	447	448	451	443	519	480	460	443	464	453	481	469
gene2596	256	294	264	230	248	248	248	256	256	248	256	300	256	248	264	277	240
gene2597	161	240	294	289	289	248	230	195	161	110	139	179	161	139	139	110	69
gene2598	161	220	195	179	179	161	139	139	139	69	69	139	69	69	69	139	69
gene2599	347	343	454	460	437	436	423	413	401	414	433	425	442	437	414	406	406
gene2600	271	277	391	389	391	381	361	353	361	391	408	409	397	404	397	387	369
gene2601	314	369	361	326	343	343	343	343	330	309	309	340	309	304	314	337	294
gene2602	343	337	350	358	330	330	356	340	340	343	356	326	350	337	340	304	347
gene2603	139	110	0	69	139	179	110	110	208	283	271	230	208	179	139	139	220
gene2604	369	364	358	353	364	366	369	369	358	343	340	358	330	340	347	358	340
gene2605	277	248	248	248	289	300	289	277	240	240	230	271	240	220	240	277	240
gene2606	69	0	0	69	69	69	69	69	110	0	69	69	110	0	69	0	69
gene2607	314	369	353	340	304	340	337	350	340	277	289	314	326	314	309	337	304
gene2608	264	179	139	139	195	220	230	289	322	289	248	256	240	240	277	309	294
gene2609	195	208	240	208	179	195	208	208	208	161	195	220	179	161	195	179	179
gene2610	69	110	69	69	69	110	110	110	139	69	110	0	110	110	110	69	110
gene2611	289	289	256	283	289	300	277	294	304	256	283	248	309	300	309	248	309
gene2612	220	208	277	248	179	195	161	139	139	139	195	208	195	139	110	110	139
gene2613	256	240	161	110	110	110	110	69	69	69	110	139	110	110	110	69	110
gene2614	264	248	304	271	314	314	294	294	289	240	283	318	283	264	264	289	230
gene2615	161	69	110	139	110	110	69	110	110	69	110	110	110	110	110	69	110
gene2616	430	444	460	430	448	411	419	416	395	494	458	419	413	428	419	439	445
gene2617	179	139	139	195	161	195	179	179	208	110	161	110	195	161	161	139	179
gene2618	139	179	110	110	110	110	69	69	110	0	110	110	69	110	110	69	110
gene2619	437	464	423	397	378	416	423	422	387	300	361	413	408	381	397	429	401
gene2620	304	304	294	248	304	309	304	300	277	271	277	294	264	248	264	283	256
gene2621	314	300	271	277	289	300	289	283	256	230	240	208	256	248	277	208	294
gene2622	347	376	391	385	395	391	395	393	358	413	381	347	366	389	376	364	383
gene2623	478	505	523	495	487	470	477	480	461	525	504	502	477	498	493	543	498
gene2624	0	69	0	0	0	0	110	161	139	0	0	69	69	110	179	161	179
gene2625	0	0	0	0	0	0	69	110	69	0	0	69	0	69	69	139	110
gene2626	179	195	208	208	248	326	358	369	337	230	240	256	300	304	337	376	343
gene2627	283	208	179	220	195	220	208	240	283	256	294	289	283	264	264	256	271
gene2628	139	139	139	161	139	161	139	161	161	69	110	110	139	139	139	69	139
gene2629	230	179	240	230	195	230	195	195	195	179	220	248	230	195	179	179	161
gene2630	364	364	404	385	387	378	369	361	353	374	381	397	364	366	366	374	356
gene2631	195	195	195	220	240	264	240	240	220	179	179	208	230	110	220	208	208
gene2632	110	69	0	69	69	110	69	110	139	0	69	110	110	69	69	69	110
gene2633	256	208	161	161	110	139	139	139	139	0	0	0	69	69	69	69	69
gene2634	179	161	110	69	69	69	110	110	69	0	0	69	69	69	69	69	69
gene2635	309	374	369	350	353	356	358	358	353	326	340	350	333	330	333	361	333
gene2636	381	393	426	395	358	358	356	366	369	366	389	353	364	322	322	340	347
gene2637	69	69	0	69	0	69	69	69	110	0	0	0	110	69	69	0	69
gene2638	195	110	0	69	0	69	69	69	69	110	110	139	139	110	69	110	139
gene2639	179	110	161	161	139	161	139	139	139	69	139	161	161	110	139	69	110
gene2640	289	220	230	264	240	230	208	240	248	230	240	283	271	220	256	230	248
gene2641	277	195	195	240	240	230	195	240	256	240	264	230	264	264	264	208	271
gene2642	220	179	139	139	110	139	110	110	161	110	139	139	139	139	139	110	139
gene2643	353	378	337	309	347	350	350	350	364	385	387	404	366	364	364	404	374
gene2644	110	110	69	110	69	110	110	110	110	69	69	69	110	110	110	69	110
gene2645	139	69	110	139	69	110	69	110	110	0	69	0	69	69	69	69	69
gene2646	220	208	256	208	248	248	240	248	179	139	195	208	208	195	195	220	195
gene2647	393	389	413	399	422	356	378	381	393	501	456	409	397	428	416	411	439
gene2648	179	110	139	161	110	161	139	161	179	110	139	110	179	161	161	139	161
gene2649	110	110	240	208	195	208	161	139	161	161	179	208	208	179	161	110	139
gene2650	294	179	139	179	179	195	161	195	195	195	179	161	195	179	161	110	179
gene2651	208	240	283	271	248	264	240	240	220	161	179	208	220	195	195	195	161
gene2652	110	110	139	139	69	110	69	69	69	0	69	69	69	69	69	0	0
gene2653	208	220	230	240	208	208	179	179	161	110	139	195	139	139	139	179	110
gene2654	248	240	240	240	220	248	230	248	230	220	195	230	230	230	230	240	208
gene2655	0	0	0	0	69	0	69	69	69	0	0	0	69	69	69	0	69
gene2656	326	208	179	264	230	256	304	304	277	230	220	240	240	208	277	230	314
gene2657	69	0	0	0	0	0	0	69	69	0	69	69	69	0	0	0	69
gene2658	110	0	0	69	0	69	69	69	69	0	0	110	69	0	69	69	69
gene2659	248	271	208	195	208	230	220	248	195	110	161	208	179	179	179	230	179
gene2660	110	69	69	69	139	110	110	139	69	0	0	0	0	69	69	0	69
gene2661	248	220	220	230	240	248	220	240	230	179	208	195	240	220	220	179	220
gene2662	240	161	139	179	179	195	179	208	208	110	161	179	179	139	139	161	195
gene2663	283	195	161	230	248	271	248	271	318	314	314	314	304	283	283	309	322
gene2664	110	69	0	0	69	69	69	69	139	69	69	69	110	69	110	110	110
gene2665	179	139	110	110	139	179	139	161	179	110	161	139	179	139	139	110	161
gene2666	161	161	208	208	161	195	161	161	161	110	179	195	208	179	179	139	161
gene2667	309	289	347	300	277	300	283	289	264	248	289	314	264	256	264	283	248
gene2668	277	271	271	256	277	289	277	283	264	256	256	271	271	264	264	277	256
gene2669	426	449	428	391	397	395	395	393	378	409	409	422	376	383	391	439	404
gene2670	139	69	139	110	69	110	69	69	110	110	179	139	161	110	69	69	110
gene2671	69	110	179	208	230	240	208	208	195	69	161	139	195	179	161	110	161
gene2672	256	304	277	271	304	314	309	314	294	294	300	322	294	289	294	318	289
gene2673	161	110	139	179	179	161	195	208	208	139	179	161	179	161	179	110	208
gene2674	240	195	179	179	208	240	208	220	230	179	208	208	220	208	220	161	220
gene2675	318	248	248	256	240	283	264	264	304	283	283	294	300	294	294	322	304
gene2676	179	179	195	195	139	179	161	179	179	110	161	110	195	208	195	139	195
gene2677	447	461	491	466	461	442	443	449	451	509	482	462	442	461	458	483	462
gene2678	161	139	179	195	139	179	139	161	179	69	139	110	161	139	139	69	139
gene2679	208	179	161	179	179	161	161	179	195	110	139	179	179	161	161	220	179
gene2680	195	240	240	248	208	220	240	240	248	69	195	195	256	208	195	139	195
gene2681	277	314	277	256	264	294	277	294	264	208	230	283	264	264	277	314	256
gene2682	208	179	208	248	240	256	248	240	220	161	208	179	220	230	230	161	248
gene2683	161	69	69	161	161	139	69	69	69	0	0	69	69	69	69	0	110
gene2684	139	110	139	161	110	139	139	110	110	110	69	0	110	69	69	69	69
gene2685	195	208	208	256	230	230	208	195	230	208	248	248	248	179	179	139	208
gene2686	179	0	69	110	110	179	220	289	318	230	248	220	264	220	248	230	277
gene2687	343	383	277	179	208	277	314	397	395	445	419	381	366	358	364	374	374
gene2688	271	208	283	283	248	289	289	264	256	271	271	240	271	256	271	208	271
gene2689	240	195	208	230	195	256	220	248	220	179	179	139	208	195	179	139	161
gene2690	110	69	69	69	69	139	69	139	110	0	69	69	110	110	110	69	69
gene2691	139	110	69	69	69	110	69	69	110	69	69	0	110	69	110	0	69
gene2692	195	161	161	161	161	179	179	195	161	110	139	179	161	139	161	195	139
gene2693	387	401	404	387	401	378	361	383	401	460	413	416	391	401	389	457	397
gene2694	318	330	309	304	300	333	309	309	326	304	283	304	314	300	283	309	294
gene2695	271	326	304	283	304	300	300	309	304	277	283	304	309	304	304	271	277
gene2696	314	256	161	179	179	240	195	220	240	208	248	271	271	248	256	240	264
gene2697	411	413	458	432	454	403	408	413	417	502	480	417	420	441	420	428	452
gene2698	220	161	110	161	110	139	139	161	195	110	161	110	220	179	179	139	208
gene2699	318	294	304	300	264	283	248	277	304	271	289	230	289	283	289	240	300
gene2700	333	314	314	271	309	326	309	314	318	309	289	318	294	300	289	330	300
gene2701	195	161	161	161	161	179	139	195	161	110	161	139	161	179	161	161	161
gene2702	230	240	264	248	195	248	208	220	220	179	195	208	248	208	208	195	179
gene2703	179	110	110	139	69	139	110	110	161	110	139	139	161	110	139	110	139
gene2704	139	139	110	139	139	110	69	161	139	110	110	139	139	110	139	179	139
gene2705	110	0	69	110	69	69	0	69	69	0	0	69	69	69	69	0	69
gene2706	161	139	179	161	110	161	139	139	161	110	161	110	161	139	139	69	110
gene2707	248	230	248	283	304	322	277	264	248	230	220	240	256	271	264	283	220
gene2708	195	0	0	0	0	69	0	69	110	0	110	110	139	110	69	110	139
gene2709	161	139	283	248	240	256	208	161	179	195	264	271	256	230	195	139	179
gene2710	220	283	264	248	264	283	248	277	256	179	220	240	248	248	248	220	230
gene2711	220	240	369	376	374	369	309	283	248	248	318	364	350	347	326	322	264
gene2712	330	343	374	356	326	337	333	326	330	326	337	356	322	314	322	343	309
gene2713	248	208	161	208	195	240	220	220	220	179	208	179	230	220	230	195	248
gene2714	139	69	69	139	139	161	110	139	139	69	69	69	139	139	139	69	110
gene2715	161	110	110	139	69	139	69	69	161	110	139	110	139	69	69	0	110
gene2716	220	195	208	220	220	240	195	220	208	139	179	220	208	195	208	179	195
gene2717	208	179	220	240	277	326	326	326	294	195	208	161	240	230	248	195	248
gene2718	356	353	403	376	397	356	358	371	383	497	442	399	385	413	409	419	401
gene2719	414	437	450	425	433	395	406	399	406	508	457	430	404	425	419	454	428
gene2720	277	264	300	314	304	318	309	309	318	264	300	264	322	300	304	240	318
gene2721	271	294	309	314	314	318	294	314	300	300	277	208	300	322	314	248	322
gene2722	271	208	179	161	179	208	208	220	220	110	139	110	161	139	161	161	179
gene2723	161	110	139	139	139	161	139	139	161	69	110	110	139	110	139	110	139
gene2724	179	179	161	110	69	139	110	110	110	139	139	161	139	110	110	110	110
gene2725	110	179	264	208	139	139	69	0	69	110	195	195	161	110	110	0	69
gene2726	139	110	139	179	161	208	230	230	230	139	139	139	179	139	161	161	139
gene2727	220	179	139	161	195	220	161	161	256	283	271	208	208	161	161	139	264
gene2728	230	161	195	220	179	208	179	179	208	161	179	110	220	195	195	139	208
gene2729	139	139	220	208	161	179	161	161	139	69	179	195	179	139	110	139	110
gene2730	314	366	488	474	420	419	387	364	343	374	442	451	426	404	378	371	353
gene2731	161	69	69	110	110	139	69	0	110	0	0	69	110	69	110	69	69
gene2732	161	69	0	69	0	69	69	69	110	0	110	110	110	69	110	69	110
gene2733	179	195	69	69	110	139	110	161	110	69	69	139	110	69	110	139	110
gene2734	220	139	139	161	110	161	139	139	179	139	195	139	195	161	161	110	195
gene2735	256	179	195	208	179	230	195	208	230	208	230	161	230	220	208	179	240
gene2736	139	69	110	139	139	179	161	179	161	69	110	110	139	110	139	0	139
gene2737	161	110	139	110	161	161	139	139	161	139	139	110	139	110	139	69	110
gene2738	220	271	230	230	208	256	264	256	256	161	179	208	230	220	230	195	230
gene2739	240	161	110	69	69	110	110	139	110	0	0	69	69	0	69	139	110
gene2740	416	422	434	381	304	340	300	364	409	485	447	404	403	395	391	419	439
gene2741	240	240	179	240	248	248	208	208	230	179	220	195	248	220	208	195	240
gene2742	69	0	0	0	0	0	0	69	0	0	0	69	69	0	0	0	0
gene2743	264	314	294	264	256	264	240	264	248	195	208	220	220	208	220	230	195
gene2744	110	0	69	69	0	0	0	0	0	0	0	0	0	0	0	0	0
gene2745	353	417	399	371	378	381	371	383	383	408	381	374	374	356	358	414	364
gene2746	340	383	364	350	347	356	343	343	353	337	330	340	326	326	326	366	340
gene2747	294	240	179	208	230	256	248	240	248	240	248	283	256	248	248	277	248
gene2748	371	406	403	369	381	385	376	385	358	333	356	378	358	347	358	409	350
gene2749	195	220	240	195	195	220	208	208	208	110	179	179	195	179	195	139	179
gene2750	240	248	330	318	240	264	230	220	240	230	277	271	264	256	240	220	220
gene2751	69	69	161	161	110	139	69	69	69	69	110	110	110	110	69	0	0
gene2752	294	314	337	340	337	326	309	337	330	314	326	256	330	340	340	294	350
gene2753	361	391	381	374	356	374	353	356	350	353	309	350	343	353	347	399	353
gene2754	208	69	69	69	0	0	0	0	69	0	69	0	69	0	0	0	0
gene2755	179	139	110	110	69	139	69	69	69	0	69	0	69	69	110	0	110
gene2756	139	69	110	139	69	110	69	110	110	0	69	0	110	69	69	69	110
gene2757	318	358	322	309	337	358	350	350	347	318	326	333	340	322	322	353	330
gene2758	139	110	110	161	139	195	179	208	195	110	139	161	208	161	161	110	179
gene2759	309	353	322	309	318	333	304	314	289	220	256	309	277	277	289	353	277
gene2760	161	69	139	161	110	110	110	110	110	0	69	110	139	110	110	110	110
gene2761	353	399	423	391	409	404	389	381	361	347	361	358	366	337	356	366	347
gene2762	343	364	374	350	340	364	358	356	340	347	371	376	347	318	326	361	330
gene2763	179	110	110	139	110	139	110	139	161	69	139	110	139	110	139	69	139
gene2764	450	374	300	240	208	208	195	195	195	195	195	230	220	208	208	264	248
gene2765	69	110	230	220	161	161	139	139	139	139	220	195	195	179	161	69	161
gene2766	208	220	208	220	277	289	300	309	289	220	240	230	240	240	256	264	264
gene2767	264	208	161	161	139	161	139	139	179	161	179	179	161	139	139	161	139
gene2768	195	139	139	139	110	139	139	139	161	110	110	110	110	110	139	110	139
gene2769	208	139	69	110	139	161	139	161	161	139	161	139	161	139	161	161	161
gene2770	179	220	240	309	277	264	208	240	256	256	256	240	330	340	347	356	356
gene2771	0	161	220	161	179	208	179	179	139	69	179	208	179	139	139	195	110
gene2772	294	420	453	397	356	356	340	326	256	304	383	413	378	340	322	337	271
gene2773	139	110	110	110	69	69	69	69	69	0	69	0	110	69	69	0	69
gene2774	179	161	195	161	69	69	69	69	110	69	110	110	110	69	69	69	0
gene2775	318	330	333	330	326	343	309	353	340	326	318	322	337	322	330	361	330
gene2776	110	69	69	139	139	139	69	110	69	0	69	69	110	110	110	139	69
gene2777	264	110	0	69	0	69	69	139	208	139	195	240	289	230	195	161	161
gene2778	179	318	387	318	195	248	195	139	179	264	343	318	289	240	208	139	208
gene2779	248	289	248	220	248	271	256	264	248	220	230	271	248	230	240	264	220
gene2780	0	0	0	0	69	69	0	0	0	0	0	69	110	69	69	110	0
gene2781	110	69	161	208	208	179	230	220	230	179	161	139	139	110	139	0	161
gene2782	179	179	179	277	289	264	240	240	248	195	240	179	271	256	256	195	264
gene2783	110	69	110	69	110	110	110	139	69	69	69	0	69	69	0	0	0
gene2784	403	416	445	403	406	383	381	387	399	455	448	422	406	397	399	414	399
